pvarname,evarname,n,e_table_name,p_table_name
LeptinMort,LB2VID,89,VID_2_B,DNAM_B
PACKYRSMort,LB2VID,89,VID_2_B,DNAM_B
CRPMort,LB2VID,89,VID_2_B,DNAM_B
logA1CMort,LB2VID,89,VID_2_B,DNAM_B
GrimAgeMort,LB2VID,89,VID_2_B,DNAM_B
GrimAge2Mort,LB2VID,89,VID_2_B,DNAM_B
HorvathTelo,LB2VID,89,VID_2_B,DNAM_B
YangCell,LB2VID,89,VID_2_B,DNAM_B
ZhangAge,LB2VID,89,VID_2_B,DNAM_B
LinAge,LB2VID,89,VID_2_B,DNAM_B
WeidnerAge,LB2VID,89,VID_2_B,DNAM_B
VidalBraloAge,LB2VID,89,VID_2_B,DNAM_B
DunedinPoAm,LB2VID,89,VID_2_B,DNAM_B
CD8TPP,LB2VID,89,VID_2_B,DNAM_B
CD4TPP,LB2VID,89,VID_2_B,DNAM_B
Nkcell,LB2VID,89,VID_2_B,DNAM_B
Bcell,LB2VID,89,VID_2_B,DNAM_B
MonoPP,LB2VID,89,VID_2_B,DNAM_B
NeuPP,LB2VID,89,VID_2_B,DNAM_B
XY_Estimation,LBD199,415,L28POC_B,DNAM_B
HorvathAge,LBD199,415,L28POC_B,DNAM_B
HannumAge,LBD199,415,L28POC_B,DNAM_B
SkinBloodAge,LBD199,415,L28POC_B,DNAM_B
PhenoAge,LBD199,415,L28POC_B,DNAM_B
GDF15Mort,LBD199,415,L28POC_B,DNAM_B
B2MMort,LBD199,415,L28POC_B,DNAM_B
CystatinCMort,LBD199,415,L28POC_B,DNAM_B
TIMP1Mort,LBD199,415,L28POC_B,DNAM_B
ADMMort,LBD199,415,L28POC_B,DNAM_B
PAI1Mort,LBD199,415,L28POC_B,DNAM_B
LeptinMort,LBD199,415,L28POC_B,DNAM_B
PACKYRSMort,LBD199,415,L28POC_B,DNAM_B
CRPMort,LBD199,415,L28POC_B,DNAM_B
logA1CMort,LBD199,415,L28POC_B,DNAM_B
GrimAgeMort,LBD199,415,L28POC_B,DNAM_B
GrimAge2Mort,LBD199,415,L28POC_B,DNAM_B
HorvathTelo,LBD199,415,L28POC_B,DNAM_B
YangCell,LBD199,415,L28POC_B,DNAM_B
ZhangAge,LBD199,415,L28POC_B,DNAM_B
LinAge,LBD199,415,L28POC_B,DNAM_B
WeidnerAge,LBD199,415,L28POC_B,DNAM_B
VidalBraloAge,LBD199,415,L28POC_B,DNAM_B
DunedinPoAm,LBD199,415,L28POC_B,DNAM_B
CD8TPP,LBD199,415,L28POC_B,DNAM_B
CD4TPP,LBD199,415,L28POC_B,DNAM_B
Nkcell,LBD199,415,L28POC_B,DNAM_B
Bcell,LBD199,415,L28POC_B,DNAM_B
MonoPP,LBD199,415,L28POC_B,DNAM_B
NeuPP,LBD199,415,L28POC_B,DNAM_B
XY_Estimation,LBX052,376,L28POC_B,DNAM_B
HorvathAge,LBX052,376,L28POC_B,DNAM_B
HannumAge,LBX052,376,L28POC_B,DNAM_B
SkinBloodAge,LBX052,376,L28POC_B,DNAM_B
PhenoAge,LBX052,376,L28POC_B,DNAM_B
GDF15Mort,LBX052,376,L28POC_B,DNAM_B
B2MMort,LBX052,376,L28POC_B,DNAM_B
CystatinCMort,LBX052,376,L28POC_B,DNAM_B
TIMP1Mort,LBX052,376,L28POC_B,DNAM_B
ADMMort,LBX052,376,L28POC_B,DNAM_B
PAI1Mort,LBX052,376,L28POC_B,DNAM_B
LeptinMort,LBX052,376,L28POC_B,DNAM_B
PACKYRSMort,LBX052,376,L28POC_B,DNAM_B
CRPMort,LBX052,376,L28POC_B,DNAM_B
logA1CMort,LBX052,376,L28POC_B,DNAM_B
GrimAgeMort,LBX052,376,L28POC_B,DNAM_B
GrimAge2Mort,LBX052,376,L28POC_B,DNAM_B
HorvathTelo,LBX052,376,L28POC_B,DNAM_B
YangCell,LBX052,376,L28POC_B,DNAM_B
ZhangAge,LBX052,376,L28POC_B,DNAM_B
LinAge,LBX052,376,L28POC_B,DNAM_B
WeidnerAge,LBX052,376,L28POC_B,DNAM_B
VidalBraloAge,LBX052,376,L28POC_B,DNAM_B
DunedinPoAm,LBX052,376,L28POC_B,DNAM_B
CD8TPP,LBX052,376,L28POC_B,DNAM_B
CD4TPP,LBX052,376,L28POC_B,DNAM_B
Nkcell,LBX052,376,L28POC_B,DNAM_B
Bcell,LBX052,376,L28POC_B,DNAM_B
MonoPP,LBX052,376,L28POC_B,DNAM_B
NeuPP,LBX052,376,L28POC_B,DNAM_B
XY_Estimation,LBX066,415,L28POC_B,DNAM_B
HorvathAge,LBX066,415,L28POC_B,DNAM_B
HannumAge,LBX066,415,L28POC_B,DNAM_B
SkinBloodAge,LBX066,415,L28POC_B,DNAM_B
PhenoAge,LBX066,415,L28POC_B,DNAM_B
GDF15Mort,LBX066,415,L28POC_B,DNAM_B
B2MMort,LBX066,415,L28POC_B,DNAM_B
CystatinCMort,LBX066,415,L28POC_B,DNAM_B
TIMP1Mort,LBX066,415,L28POC_B,DNAM_B
ADMMort,LBX066,415,L28POC_B,DNAM_B
PAI1Mort,LBX066,415,L28POC_B,DNAM_B
LeptinMort,LBX066,415,L28POC_B,DNAM_B
PACKYRSMort,LBX066,415,L28POC_B,DNAM_B
CRPMort,LBX066,415,L28POC_B,DNAM_B
logA1CMort,LBX066,415,L28POC_B,DNAM_B
GrimAgeMort,LBX066,415,L28POC_B,DNAM_B
GrimAge2Mort,LBX066,415,L28POC_B,DNAM_B
HorvathTelo,LBX066,415,L28POC_B,DNAM_B
YangCell,LBX066,415,L28POC_B,DNAM_B
ZhangAge,LBX066,415,L28POC_B,DNAM_B
LinAge,LBX066,415,L28POC_B,DNAM_B
WeidnerAge,LBX066,415,L28POC_B,DNAM_B
VidalBraloAge,LBX066,415,L28POC_B,DNAM_B
DunedinPoAm,LBX066,415,L28POC_B,DNAM_B
CD8TPP,LBX066,415,L28POC_B,DNAM_B
CD4TPP,LBX066,415,L28POC_B,DNAM_B
Nkcell,LBX066,415,L28POC_B,DNAM_B
Bcell,LBX066,415,L28POC_B,DNAM_B
MonoPP,LBX066,415,L28POC_B,DNAM_B
NeuPP,LBX066,415,L28POC_B,DNAM_B
XY_Estimation,LBX074,420,L28POC_B,DNAM_B
HorvathAge,LBX074,420,L28POC_B,DNAM_B
HannumAge,LBX074,420,L28POC_B,DNAM_B
SkinBloodAge,LBX074,420,L28POC_B,DNAM_B
PhenoAge,LBX074,420,L28POC_B,DNAM_B
GDF15Mort,LBX074,420,L28POC_B,DNAM_B
B2MMort,LBX074,420,L28POC_B,DNAM_B
CystatinCMort,LBX074,420,L28POC_B,DNAM_B
TIMP1Mort,LBX074,420,L28POC_B,DNAM_B
ADMMort,LBX074,420,L28POC_B,DNAM_B
PAI1Mort,LBX074,420,L28POC_B,DNAM_B
LeptinMort,LBX074,420,L28POC_B,DNAM_B
PACKYRSMort,LBX074,420,L28POC_B,DNAM_B
CRPMort,LBX074,420,L28POC_B,DNAM_B
logA1CMort,LBX074,420,L28POC_B,DNAM_B
GrimAgeMort,LBX074,420,L28POC_B,DNAM_B
GrimAge2Mort,LBX074,420,L28POC_B,DNAM_B
HorvathTelo,LBX074,420,L28POC_B,DNAM_B
YangCell,LBX074,420,L28POC_B,DNAM_B
ZhangAge,LBX074,420,L28POC_B,DNAM_B
LinAge,LBX074,420,L28POC_B,DNAM_B
WeidnerAge,LBX074,420,L28POC_B,DNAM_B
VidalBraloAge,LBX074,420,L28POC_B,DNAM_B
DunedinPoAm,LBX074,420,L28POC_B,DNAM_B
CD8TPP,LBX074,420,L28POC_B,DNAM_B
CD4TPP,LBX074,420,L28POC_B,DNAM_B
Nkcell,LBX074,420,L28POC_B,DNAM_B
Bcell,LBX074,420,L28POC_B,DNAM_B
MonoPP,LBX074,420,L28POC_B,DNAM_B
NeuPP,LBX074,420,L28POC_B,DNAM_B
XY_Estimation,LBX087,418,L28POC_B,DNAM_B
HorvathAge,LBX087,418,L28POC_B,DNAM_B
HannumAge,LBX087,418,L28POC_B,DNAM_B
SkinBloodAge,LBX087,418,L28POC_B,DNAM_B
PhenoAge,LBX087,418,L28POC_B,DNAM_B
GDF15Mort,LBX087,418,L28POC_B,DNAM_B
B2MMort,LBX087,418,L28POC_B,DNAM_B
CystatinCMort,LBX087,418,L28POC_B,DNAM_B
TIMP1Mort,LBX087,418,L28POC_B,DNAM_B
ADMMort,LBX087,418,L28POC_B,DNAM_B
PAI1Mort,LBX087,418,L28POC_B,DNAM_B
LeptinMort,LBX087,418,L28POC_B,DNAM_B
PACKYRSMort,LBX087,418,L28POC_B,DNAM_B
CRPMort,LBX087,418,L28POC_B,DNAM_B
logA1CMort,LBX087,418,L28POC_B,DNAM_B
GrimAgeMort,LBX087,418,L28POC_B,DNAM_B
GrimAge2Mort,LBX087,418,L28POC_B,DNAM_B
HorvathTelo,LBX087,418,L28POC_B,DNAM_B
YangCell,LBX087,418,L28POC_B,DNAM_B
ZhangAge,LBX087,418,L28POC_B,DNAM_B
LinAge,LBX087,418,L28POC_B,DNAM_B
WeidnerAge,LBX087,418,L28POC_B,DNAM_B
VidalBraloAge,LBX087,418,L28POC_B,DNAM_B
DunedinPoAm,LBX087,418,L28POC_B,DNAM_B
CD8TPP,LBX087,418,L28POC_B,DNAM_B
CD4TPP,LBX087,418,L28POC_B,DNAM_B
Nkcell,LBX087,418,L28POC_B,DNAM_B
Bcell,LBX087,418,L28POC_B,DNAM_B
MonoPP,LBX087,418,L28POC_B,DNAM_B
NeuPP,LBX087,418,L28POC_B,DNAM_B
XY_Estimation,LBX099,414,L28POC_B,DNAM_B
HorvathAge,LBX099,414,L28POC_B,DNAM_B
HannumAge,LBX099,414,L28POC_B,DNAM_B
SkinBloodAge,LBX099,414,L28POC_B,DNAM_B
PhenoAge,LBX099,414,L28POC_B,DNAM_B
GDF15Mort,LBX099,414,L28POC_B,DNAM_B
B2MMort,LBX099,414,L28POC_B,DNAM_B
CystatinCMort,LBX099,414,L28POC_B,DNAM_B
TIMP1Mort,LBX099,414,L28POC_B,DNAM_B
ADMMort,LBX099,414,L28POC_B,DNAM_B
PAI1Mort,LBX099,414,L28POC_B,DNAM_B
LeptinMort,LBX099,414,L28POC_B,DNAM_B
PACKYRSMort,LBX099,414,L28POC_B,DNAM_B
CRPMort,LBX099,414,L28POC_B,DNAM_B
logA1CMort,LBX099,414,L28POC_B,DNAM_B
GrimAgeMort,LBX099,414,L28POC_B,DNAM_B
GrimAge2Mort,LBX099,414,L28POC_B,DNAM_B
HorvathTelo,LBX099,414,L28POC_B,DNAM_B
YangCell,LBX099,414,L28POC_B,DNAM_B
ZhangAge,LBX099,414,L28POC_B,DNAM_B
LinAge,LBX099,414,L28POC_B,DNAM_B
WeidnerAge,LBX099,414,L28POC_B,DNAM_B
VidalBraloAge,LBX099,414,L28POC_B,DNAM_B
DunedinPoAm,LBX099,414,L28POC_B,DNAM_B
CD8TPP,LBX099,414,L28POC_B,DNAM_B
CD4TPP,LBX099,414,L28POC_B,DNAM_B
Nkcell,LBX099,414,L28POC_B,DNAM_B
Bcell,LBX099,414,L28POC_B,DNAM_B
MonoPP,LBX099,414,L28POC_B,DNAM_B
NeuPP,LBX099,414,L28POC_B,DNAM_B
XY_Estimation,LBX101,420,L28POC_B,DNAM_B
HorvathAge,LBX101,420,L28POC_B,DNAM_B
HannumAge,LBX101,420,L28POC_B,DNAM_B
SkinBloodAge,LBX101,420,L28POC_B,DNAM_B
PhenoAge,LBX101,420,L28POC_B,DNAM_B
GDF15Mort,LBX101,420,L28POC_B,DNAM_B
B2MMort,LBX101,420,L28POC_B,DNAM_B
CystatinCMort,LBX101,420,L28POC_B,DNAM_B
TIMP1Mort,LBX101,420,L28POC_B,DNAM_B
ADMMort,LBX101,420,L28POC_B,DNAM_B
PAI1Mort,LBX101,420,L28POC_B,DNAM_B
LeptinMort,LBX101,420,L28POC_B,DNAM_B
PACKYRSMort,LBX101,420,L28POC_B,DNAM_B
CRPMort,LBX101,420,L28POC_B,DNAM_B
logA1CMort,LBX101,420,L28POC_B,DNAM_B
GrimAgeMort,LBX101,420,L28POC_B,DNAM_B
GrimAge2Mort,LBX101,420,L28POC_B,DNAM_B
HorvathTelo,LBX101,420,L28POC_B,DNAM_B
YangCell,LBX101,420,L28POC_B,DNAM_B
ZhangAge,LBX101,420,L28POC_B,DNAM_B
LinAge,LBX101,420,L28POC_B,DNAM_B
WeidnerAge,LBX101,420,L28POC_B,DNAM_B
VidalBraloAge,LBX101,420,L28POC_B,DNAM_B
DunedinPoAm,LBX101,420,L28POC_B,DNAM_B
CD8TPP,LBX101,420,L28POC_B,DNAM_B
CD4TPP,LBX101,420,L28POC_B,DNAM_B
Nkcell,LBX101,420,L28POC_B,DNAM_B
Bcell,LBX101,420,L28POC_B,DNAM_B
MonoPP,LBX101,420,L28POC_B,DNAM_B
NeuPP,LBX101,420,L28POC_B,DNAM_B
XY_Estimation,LBX105,420,L28POC_B,DNAM_B
HorvathAge,LBX105,420,L28POC_B,DNAM_B
HannumAge,LBX105,420,L28POC_B,DNAM_B
SkinBloodAge,LBX105,420,L28POC_B,DNAM_B
PhenoAge,LBX105,420,L28POC_B,DNAM_B
GDF15Mort,LBX105,420,L28POC_B,DNAM_B
B2MMort,LBX105,420,L28POC_B,DNAM_B
CystatinCMort,LBX105,420,L28POC_B,DNAM_B
TIMP1Mort,LBX105,420,L28POC_B,DNAM_B
ADMMort,LBX105,420,L28POC_B,DNAM_B
PAI1Mort,LBX105,420,L28POC_B,DNAM_B
LeptinMort,LBX105,420,L28POC_B,DNAM_B
PACKYRSMort,LBX105,420,L28POC_B,DNAM_B
CRPMort,LBX105,420,L28POC_B,DNAM_B
logA1CMort,LBX105,420,L28POC_B,DNAM_B
GrimAgeMort,LBX105,420,L28POC_B,DNAM_B
GrimAge2Mort,LBX105,420,L28POC_B,DNAM_B
HorvathTelo,LBX105,420,L28POC_B,DNAM_B
YangCell,LBX105,420,L28POC_B,DNAM_B
ZhangAge,LBX105,420,L28POC_B,DNAM_B
LinAge,LBX105,420,L28POC_B,DNAM_B
WeidnerAge,LBX105,420,L28POC_B,DNAM_B
VidalBraloAge,LBX105,420,L28POC_B,DNAM_B
DunedinPoAm,LBX105,420,L28POC_B,DNAM_B
CD8TPP,LBX105,420,L28POC_B,DNAM_B
CD4TPP,LBX105,420,L28POC_B,DNAM_B
Nkcell,LBX105,420,L28POC_B,DNAM_B
Bcell,LBX105,420,L28POC_B,DNAM_B
MonoPP,LBX105,420,L28POC_B,DNAM_B
NeuPP,LBX105,420,L28POC_B,DNAM_B
XY_Estimation,LBX110,418,L28POC_B,DNAM_B
HorvathAge,LBX110,418,L28POC_B,DNAM_B
HannumAge,LBX110,418,L28POC_B,DNAM_B
SkinBloodAge,LBX110,418,L28POC_B,DNAM_B
PhenoAge,LBX110,418,L28POC_B,DNAM_B
GDF15Mort,LBX110,418,L28POC_B,DNAM_B
B2MMort,LBX110,418,L28POC_B,DNAM_B
CystatinCMort,LBX110,418,L28POC_B,DNAM_B
TIMP1Mort,LBX110,418,L28POC_B,DNAM_B
ADMMort,LBX110,418,L28POC_B,DNAM_B
PAI1Mort,LBX110,418,L28POC_B,DNAM_B
LeptinMort,LBX110,418,L28POC_B,DNAM_B
PACKYRSMort,LBX110,418,L28POC_B,DNAM_B
CRPMort,LBX110,418,L28POC_B,DNAM_B
logA1CMort,LBX110,418,L28POC_B,DNAM_B
GrimAgeMort,LBX110,418,L28POC_B,DNAM_B
GrimAge2Mort,LBX110,418,L28POC_B,DNAM_B
HorvathTelo,LBX110,418,L28POC_B,DNAM_B
YangCell,LBX110,418,L28POC_B,DNAM_B
ZhangAge,LBX110,418,L28POC_B,DNAM_B
LinAge,LBX110,418,L28POC_B,DNAM_B
WeidnerAge,LBX110,418,L28POC_B,DNAM_B
VidalBraloAge,LBX110,418,L28POC_B,DNAM_B
DunedinPoAm,LBX110,418,L28POC_B,DNAM_B
CD8TPP,LBX110,418,L28POC_B,DNAM_B
CD4TPP,LBX110,418,L28POC_B,DNAM_B
Nkcell,LBX110,418,L28POC_B,DNAM_B
Bcell,LBX110,418,L28POC_B,DNAM_B
MonoPP,LBX110,418,L28POC_B,DNAM_B
NeuPP,LBX110,418,L28POC_B,DNAM_B
XY_Estimation,LBX118,420,L28POC_B,DNAM_B
HorvathAge,LBX118,420,L28POC_B,DNAM_B
HannumAge,LBX118,420,L28POC_B,DNAM_B
SkinBloodAge,LBX118,420,L28POC_B,DNAM_B
PhenoAge,LBX118,420,L28POC_B,DNAM_B
GDF15Mort,LBX118,420,L28POC_B,DNAM_B
B2MMort,LBX118,420,L28POC_B,DNAM_B
CystatinCMort,LBX118,420,L28POC_B,DNAM_B
TIMP1Mort,LBX118,420,L28POC_B,DNAM_B
ADMMort,LBX118,420,L28POC_B,DNAM_B
PAI1Mort,LBX118,420,L28POC_B,DNAM_B
LeptinMort,LBX118,420,L28POC_B,DNAM_B
PACKYRSMort,LBX118,420,L28POC_B,DNAM_B
CRPMort,LBX118,420,L28POC_B,DNAM_B
logA1CMort,LBX118,420,L28POC_B,DNAM_B
GrimAgeMort,LBX118,420,L28POC_B,DNAM_B
GrimAge2Mort,LBX118,420,L28POC_B,DNAM_B
HorvathTelo,LBX118,420,L28POC_B,DNAM_B
YangCell,LBX118,420,L28POC_B,DNAM_B
ZhangAge,LBX118,420,L28POC_B,DNAM_B
LinAge,LBX118,420,L28POC_B,DNAM_B
WeidnerAge,LBX118,420,L28POC_B,DNAM_B
VidalBraloAge,LBX118,420,L28POC_B,DNAM_B
DunedinPoAm,LBX118,420,L28POC_B,DNAM_B
CD8TPP,LBX118,420,L28POC_B,DNAM_B
CD4TPP,LBX118,420,L28POC_B,DNAM_B
Nkcell,LBX118,420,L28POC_B,DNAM_B
Bcell,LBX118,420,L28POC_B,DNAM_B
MonoPP,LBX118,420,L28POC_B,DNAM_B
NeuPP,LBX118,420,L28POC_B,DNAM_B
XY_Estimation,LBX128,418,L28POC_B,DNAM_B
HorvathAge,LBX128,418,L28POC_B,DNAM_B
HannumAge,LBX128,418,L28POC_B,DNAM_B
SkinBloodAge,LBX128,418,L28POC_B,DNAM_B
PhenoAge,LBX128,418,L28POC_B,DNAM_B
GDF15Mort,LBX128,418,L28POC_B,DNAM_B
B2MMort,LBX128,418,L28POC_B,DNAM_B
CystatinCMort,LBX128,418,L28POC_B,DNAM_B
TIMP1Mort,LBX128,418,L28POC_B,DNAM_B
ADMMort,LBX128,418,L28POC_B,DNAM_B
PAI1Mort,LBX128,418,L28POC_B,DNAM_B
LeptinMort,LBX128,418,L28POC_B,DNAM_B
PACKYRSMort,LBX128,418,L28POC_B,DNAM_B
CRPMort,LBX128,418,L28POC_B,DNAM_B
logA1CMort,LBX128,418,L28POC_B,DNAM_B
GrimAgeMort,LBX128,418,L28POC_B,DNAM_B
GrimAge2Mort,LBX128,418,L28POC_B,DNAM_B
HorvathTelo,LBX128,418,L28POC_B,DNAM_B
YangCell,LBX128,418,L28POC_B,DNAM_B
ZhangAge,LBX128,418,L28POC_B,DNAM_B
LinAge,LBX128,418,L28POC_B,DNAM_B
WeidnerAge,LBX128,418,L28POC_B,DNAM_B
VidalBraloAge,LBX128,418,L28POC_B,DNAM_B
DunedinPoAm,LBX128,418,L28POC_B,DNAM_B
CD8TPP,LBX128,418,L28POC_B,DNAM_B
CD4TPP,LBX128,418,L28POC_B,DNAM_B
Nkcell,LBX128,418,L28POC_B,DNAM_B
Bcell,LBX128,418,L28POC_B,DNAM_B
MonoPP,LBX128,418,L28POC_B,DNAM_B
NeuPP,LBX128,418,L28POC_B,DNAM_B
XY_Estimation,LBX138,418,L28POC_B,DNAM_B
HorvathAge,LBX138,418,L28POC_B,DNAM_B
HannumAge,LBX138,418,L28POC_B,DNAM_B
SkinBloodAge,LBX138,418,L28POC_B,DNAM_B
PhenoAge,LBX138,418,L28POC_B,DNAM_B
GDF15Mort,LBX138,418,L28POC_B,DNAM_B
B2MMort,LBX138,418,L28POC_B,DNAM_B
CystatinCMort,LBX138,418,L28POC_B,DNAM_B
TIMP1Mort,LBX138,418,L28POC_B,DNAM_B
ADMMort,LBX138,418,L28POC_B,DNAM_B
PAI1Mort,LBX138,418,L28POC_B,DNAM_B
LeptinMort,LBX138,418,L28POC_B,DNAM_B
PACKYRSMort,LBX138,418,L28POC_B,DNAM_B
CRPMort,LBX138,418,L28POC_B,DNAM_B
logA1CMort,LBX138,418,L28POC_B,DNAM_B
GrimAgeMort,LBX138,418,L28POC_B,DNAM_B
GrimAge2Mort,LBX138,418,L28POC_B,DNAM_B
HorvathTelo,LBX138,418,L28POC_B,DNAM_B
YangCell,LBX138,418,L28POC_B,DNAM_B
ZhangAge,LBX138,418,L28POC_B,DNAM_B
LinAge,LBX138,418,L28POC_B,DNAM_B
WeidnerAge,LBX138,418,L28POC_B,DNAM_B
VidalBraloAge,LBX138,418,L28POC_B,DNAM_B
DunedinPoAm,LBX138,418,L28POC_B,DNAM_B
CD8TPP,LBX138,418,L28POC_B,DNAM_B
CD4TPP,LBX138,418,L28POC_B,DNAM_B
Nkcell,LBX138,418,L28POC_B,DNAM_B
Bcell,LBX138,418,L28POC_B,DNAM_B
MonoPP,LBX138,418,L28POC_B,DNAM_B
NeuPP,LBX138,418,L28POC_B,DNAM_B
XY_Estimation,LBX146,418,L28POC_B,DNAM_B
HorvathAge,LBX146,418,L28POC_B,DNAM_B
HannumAge,LBX146,418,L28POC_B,DNAM_B
SkinBloodAge,LBX146,418,L28POC_B,DNAM_B
PhenoAge,LBX146,418,L28POC_B,DNAM_B
GDF15Mort,LBX146,418,L28POC_B,DNAM_B
B2MMort,LBX146,418,L28POC_B,DNAM_B
CystatinCMort,LBX146,418,L28POC_B,DNAM_B
TIMP1Mort,LBX146,418,L28POC_B,DNAM_B
ADMMort,LBX146,418,L28POC_B,DNAM_B
PAI1Mort,LBX146,418,L28POC_B,DNAM_B
LeptinMort,LBX146,418,L28POC_B,DNAM_B
PACKYRSMort,LBX146,418,L28POC_B,DNAM_B
CRPMort,LBX146,418,L28POC_B,DNAM_B
logA1CMort,LBX146,418,L28POC_B,DNAM_B
GrimAgeMort,LBX146,418,L28POC_B,DNAM_B
GrimAge2Mort,LBX146,418,L28POC_B,DNAM_B
HorvathTelo,LBX146,418,L28POC_B,DNAM_B
YangCell,LBX146,418,L28POC_B,DNAM_B
ZhangAge,LBX146,418,L28POC_B,DNAM_B
LinAge,LBX146,418,L28POC_B,DNAM_B
WeidnerAge,LBX146,418,L28POC_B,DNAM_B
VidalBraloAge,LBX146,418,L28POC_B,DNAM_B
DunedinPoAm,LBX146,418,L28POC_B,DNAM_B
CD8TPP,LBX146,418,L28POC_B,DNAM_B
CD4TPP,LBX146,418,L28POC_B,DNAM_B
Nkcell,LBX146,418,L28POC_B,DNAM_B
Bcell,LBX146,418,L28POC_B,DNAM_B
MonoPP,LBX146,418,L28POC_B,DNAM_B
NeuPP,LBX146,418,L28POC_B,DNAM_B
XY_Estimation,LBX149,420,L28POC_B,DNAM_B
HorvathAge,LBX149,420,L28POC_B,DNAM_B
HannumAge,LBX149,420,L28POC_B,DNAM_B
SkinBloodAge,LBX149,420,L28POC_B,DNAM_B
PhenoAge,LBX149,420,L28POC_B,DNAM_B
GDF15Mort,LBX149,420,L28POC_B,DNAM_B
B2MMort,LBX149,420,L28POC_B,DNAM_B
CystatinCMort,LBX149,420,L28POC_B,DNAM_B
TIMP1Mort,LBX149,420,L28POC_B,DNAM_B
ADMMort,LBX149,420,L28POC_B,DNAM_B
PAI1Mort,LBX149,420,L28POC_B,DNAM_B
LeptinMort,LBX149,420,L28POC_B,DNAM_B
PACKYRSMort,LBX149,420,L28POC_B,DNAM_B
CRPMort,LBX149,420,L28POC_B,DNAM_B
logA1CMort,LBX149,420,L28POC_B,DNAM_B
GrimAgeMort,LBX149,420,L28POC_B,DNAM_B
GrimAge2Mort,LBX149,420,L28POC_B,DNAM_B
HorvathTelo,LBX149,420,L28POC_B,DNAM_B
YangCell,LBX149,420,L28POC_B,DNAM_B
ZhangAge,LBX149,420,L28POC_B,DNAM_B
LinAge,LBX149,420,L28POC_B,DNAM_B
WeidnerAge,LBX149,420,L28POC_B,DNAM_B
VidalBraloAge,LBX149,420,L28POC_B,DNAM_B
DunedinPoAm,LBX149,420,L28POC_B,DNAM_B
CD8TPP,LBX149,420,L28POC_B,DNAM_B
CD4TPP,LBX149,420,L28POC_B,DNAM_B
Nkcell,LBX149,420,L28POC_B,DNAM_B
Bcell,LBX149,420,L28POC_B,DNAM_B
MonoPP,LBX149,420,L28POC_B,DNAM_B
NeuPP,LBX149,420,L28POC_B,DNAM_B
XY_Estimation,LBX151,420,L28POC_B,DNAM_B
HorvathAge,LBX151,420,L28POC_B,DNAM_B
HannumAge,LBX151,420,L28POC_B,DNAM_B
SkinBloodAge,LBX151,420,L28POC_B,DNAM_B
PhenoAge,LBX151,420,L28POC_B,DNAM_B
GDF15Mort,LBX151,420,L28POC_B,DNAM_B
B2MMort,LBX151,420,L28POC_B,DNAM_B
CystatinCMort,LBX151,420,L28POC_B,DNAM_B
TIMP1Mort,LBX151,420,L28POC_B,DNAM_B
ADMMort,LBX151,420,L28POC_B,DNAM_B
PAI1Mort,LBX151,420,L28POC_B,DNAM_B
LeptinMort,LBX151,420,L28POC_B,DNAM_B
PACKYRSMort,LBX151,420,L28POC_B,DNAM_B
CRPMort,LBX151,420,L28POC_B,DNAM_B
logA1CMort,LBX151,420,L28POC_B,DNAM_B
GrimAgeMort,LBX151,420,L28POC_B,DNAM_B
GrimAge2Mort,LBX151,420,L28POC_B,DNAM_B
HorvathTelo,LBX151,420,L28POC_B,DNAM_B
YangCell,LBX151,420,L28POC_B,DNAM_B
ZhangAge,LBX151,420,L28POC_B,DNAM_B
LinAge,LBX151,420,L28POC_B,DNAM_B
WeidnerAge,LBX151,420,L28POC_B,DNAM_B
VidalBraloAge,LBX151,420,L28POC_B,DNAM_B
DunedinPoAm,LBX151,420,L28POC_B,DNAM_B
CD8TPP,LBX151,420,L28POC_B,DNAM_B
CD4TPP,LBX151,420,L28POC_B,DNAM_B
Nkcell,LBX151,420,L28POC_B,DNAM_B
Bcell,LBX151,420,L28POC_B,DNAM_B
MonoPP,LBX151,420,L28POC_B,DNAM_B
NeuPP,LBX151,420,L28POC_B,DNAM_B
XY_Estimation,LBX153,420,L28POC_B,DNAM_B
HorvathAge,LBX153,420,L28POC_B,DNAM_B
HannumAge,LBX153,420,L28POC_B,DNAM_B
SkinBloodAge,LBX153,420,L28POC_B,DNAM_B
PhenoAge,LBX153,420,L28POC_B,DNAM_B
GDF15Mort,LBX153,420,L28POC_B,DNAM_B
B2MMort,LBX153,420,L28POC_B,DNAM_B
CystatinCMort,LBX153,420,L28POC_B,DNAM_B
TIMP1Mort,LBX153,420,L28POC_B,DNAM_B
ADMMort,LBX153,420,L28POC_B,DNAM_B
PAI1Mort,LBX153,420,L28POC_B,DNAM_B
LeptinMort,LBX153,420,L28POC_B,DNAM_B
PACKYRSMort,LBX153,420,L28POC_B,DNAM_B
CRPMort,LBX153,420,L28POC_B,DNAM_B
logA1CMort,LBX153,420,L28POC_B,DNAM_B
GrimAgeMort,LBX153,420,L28POC_B,DNAM_B
GrimAge2Mort,LBX153,420,L28POC_B,DNAM_B
HorvathTelo,LBX153,420,L28POC_B,DNAM_B
YangCell,LBX153,420,L28POC_B,DNAM_B
ZhangAge,LBX153,420,L28POC_B,DNAM_B
LinAge,LBX153,420,L28POC_B,DNAM_B
WeidnerAge,LBX153,420,L28POC_B,DNAM_B
VidalBraloAge,LBX153,420,L28POC_B,DNAM_B
DunedinPoAm,LBX153,420,L28POC_B,DNAM_B
