Variable.Name,Variable.Description,Data.File.Name,Data.File.Description,n,select
LBXSF5SI,"5,10-Methenyl-tetrahydrofolate (nmol/L)",FOLFMS_G,Folate Forms - Total & Individual - Serum,4,1
LBXSF6SI,Mefox oxidation product (nmol/L),FOLFMS_G,Folate Forms - Total & Individual - Serum,4,1
LBDFORLC,Formaldehyde comment code,FORMAL_H,Formaldehyde,2,
LBXFOR,Formaldehyde (nmol/g HB),FORMAL_H,Formaldehyde,2,1
URDBBALC,"2,3,4,5-tetrabromobenzoic Acid Comment Code",FR_J,Flame Retardants - Urine,1,
URDBCPLC,Bis (1-chloro-2-propyl) Phosphate Comment Code,FR_J,Flame Retardants - Urine,1,
URDBDCLC,"Bis (1,3-dichloro-2-propyl) Phosphate Comment Code",FR_J,Flame Retardants - Urine,1,
URDCEPLC,Bis-2-chloroethyl Phosphate Comt Code,FR_J,Flame Retardants - Urine,1,
URDDPHLC,Diphenyl Phosphate Comment Code,FR_J,Flame Retardants - Urine,1,
URDDUPLC,Dibutyl Phosphate Comment Code,FR_J,Flame Retardants - Urine,1,
URXBCEP,Bis-2-chloroethyl Phosphate,FR_J,Flame Retardants - Urine,1,1
URXBCPP,Bis (1-chloro-2-propyl) Phosphate,FR_J,Flame Retardants - Urine,1,1
URXBDCP,"Bis (1,3-dichloro-2-propyl) Phosphate",FR_J,Flame Retardants - Urine,1,1
URXDBUP,Dibutyl Phosphate,FR_J,Flame Retardants - Urine,1,1
URXDPHP,Diphenyl Phosphate,FR_J,Flame Retardants - Urine,1,1
URXTBBA,"2,3,4,5-tetrabromobenzoic Acid",FR_J,Flame Retardants - Urine,1,1
LBXGH,Glycohemoglobin (%),GHB_D,Glycohemoglobin,10,1
LBXGLU,Fasting Glucose (mg/dL),GLU_D,Plasma Fasting Glucose & Insulin,10,1
LBDGLUSI,Fasting Glucose (mmol/L),GLU_D,Plasma Fasting Glucose & Insulin,8,
LBXIN,Insulin (uU/mL ),GLU_D,Plasma Fasting Glucose & Insulin,7,1
LBDINSI,Insulin (pmol/L),GLU_D,Plasma Fasting Glucose & Insulin,5,
URDAACLC,"2-Amino-9H-pyrido[2,3-b]indole (A-a-C) Comment Code",HCAA_H,Heterocyclic Aromatic Amines - Urine,1,
URDGP1LC,"2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole (Glu-P-1) Comment Code",HCAA_H,Heterocyclic Aromatic Amines - Urine,1,
URDGP2LC,"2-Aminodipyrido[1,2-a:3',2'-d] imidazole (GLU-P-2) Comment Code",HCAA_H,Heterocyclic Aromatic Amines - Urine,1,
URDHMLC,Harman (pg/mL) Comment Code,HCAA_H,Heterocyclic Aromatic Amines - Urine,1,
URDIQLC,"2-Amino-3-methylimidazo[4,5-f]quinoline (IQ) (pg/mL)",HCAA_H,Heterocyclic Aromatic Amines - Urine,1,
URDMACLC,"2-Amino-3-methyl-9H-pyriodo[2,3-b]indole (MeA-a-C) Comment Code",HCAA_H,Heterocyclic Aromatic Amines - Urine,1,
URDNHMLC,Norharman (pg/mL) Comment Code,HCAA_H,Heterocyclic Aromatic Amines - Urine,1,
URDPHPLC,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine  (PhlP) Comment Code",HCAA_H,Heterocyclic Aromatic Amines - Urine,1,
URDTP1LC,"3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole (Trp-P-1) Comment Code",HCAA_H,Heterocyclic Aromatic Amines - Urine,1,
URDTP2LC,"1-Methyl-3-amino-5H-pyrido[4,3-b]indole (Trp-P-2) Comment Code",HCAA_H,Heterocyclic Aromatic Amines - Urine,1,
URXAAC,"2-Amino-9H-pyrido[2,3-b]indole (A-a-C) (pg/mL)",HCAA_H,Heterocyclic Aromatic Amines - Urine,1,1
URXGLP1,"2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole (Glu-P-1) (pg/mL)",HCAA_H,Heterocyclic Aromatic Amines - Urine,1,1
URXGLP2,"2-Aminodipyrido[1,2-a:3',2'-d] imidazole (GLU-P-2) (pg/mL)",HCAA_H,Heterocyclic Aromatic Amines - Urine,1,1
URXHM,Harman (pg/mL),HCAA_H,Heterocyclic Aromatic Amines - Urine,1,1
URXIQ,"2-amino-3-methyl-3H-imidazo[4,5-f]quinolone  (IQ) (pg/mL)",HCAA_H,Heterocyclic Aromatic Amines - Urine,1,1
URXMAAC,"2-Amino-3-methyl-9H-pyriodo[2,3-b]indole (MeA-a-C) (pg/mL)",HCAA_H,Heterocyclic Aromatic Amines - Urine,1,1
URXNHM,Norharman (pg/mL),HCAA_H,Heterocyclic Aromatic Amines - Urine,1,1
URXPHIP,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine  (PhlP) (pg/mL)",HCAA_H,Heterocyclic Aromatic Amines - Urine,1,1
URXTRP1,"3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole (Trp-P-1) (pg/mL)",HCAA_H,Heterocyclic Aromatic Amines - Urine,1,1
URXTRP2,"1-Methyl-3-amino-5H-pyrido[4,3-b]indole (Trp-P-2) (pg/mL)",HCAA_H,Heterocyclic Aromatic Amines - Urine,1,1
LBXHCY,Homocysteine (umol/L),HCY_D,Homocysteine,3,1
LBDHDDSI,Direct HDL-Cholesterol (mmol/L),HDL_D,Cholesterol - HDL,8,
LBDHDD,Direct HDL-Cholesterol (mg/dL),HDL_D,Cholesterol - HDL,7,1
LBXHA,Hepatitis A Antibody (Anti-HAV),HEPA_D,Hepatitis A Antibody,10,1
LBXHBS,Hepatitis B Surface Antibody (Anti-HBs),HEPB_S_D,Hepatitis B Surface Antibody,10,1
LBDHBG,Hepatitis B surface antigen,HEPBD_D,"Hepatitis B: Core Antibody, Surface Antigen; Hepatitis D Antibody",10,1
LBDHD,Hepatitis D (anti-HDV),HEPBD_D,"Hepatitis B: Core Antibody, Surface Antigen; Hepatitis D Antibody",10,1
LBXHBC,Hepatitis B core antibody,HEPBD_D,"Hepatitis B: Core Antibody, Surface Antigen; Hepatitis D Antibody",10,1
LBXHCR,Hepatitis C RNA (HCV-RNA),HEPC_D,"Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype",9,1
LBDHCV,Hepatitis C antibody (confirmed),HEPC_D,"Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype",7,1
LBXHCG,Hepatitis C genotype,HEPC_D,"Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype",7,1
LBDHCI,Hepatitis C Antibody (confirmed),HEPC_J,"Hepatitis C: RNA (HCV-RNA), Confirmed Antibody (INNO-LIA), & Genotype",2,1
LBDHEG,Hepatitis E IgG (anti-HEV),HEPE_F,Hepatitis E : IgG & IgM Antibodies,5,1
LBDHEM,Hepatitis E IgM (Anti-HEV),HEPE_F,Hepatitis E : IgG & IgM Antibodies,5,1
HIQ210,"In the past 12 months, was there any time when {you/SP} did not have any he",HIQ,Health Insurance,10,
HID010,The (first/next) questions are about health insurance. {Are you/Is SP} cove,HIQ,Health Insurance,3,1
HID030A,{Are you/Is SP} covered by private insurance?,HIQ,Health Insurance,3,1
HID030B,{Are you/Is SP} covered by Medicare?,HIQ,Health Insurance,3,1
HID030C,{Are you/Is SP} covered by Medicaid/CHIP?,HIQ,Health Insurance,3,1
HID030D,{Are you/Is SP} covered by other government insurance?,HIQ,Health Insurance,3,1
HID030E,{Are you/Is SP} covered by any single service plan?,HIQ,Health Insurance,3,1
HID040,Does the insurance {you have/SP has} cover any part of dental care?,HIQ,Health Insurance,3,
HIQ220,About how long has it been since {you/SP} last had health care coverage?,HIQ,Health Insurance,3,
HIQ011,The (first/next) questions are about health insurance. {Are you/Is SP} cove,HIQ_D,Health Insurance,7,
HIQ031A,{Are you/Is SP} covered by private insurance?,HIQ_D,Health Insurance,7,
HIQ031AA,No coverage of any type.,HIQ_D,Health Insurance,7,
HIQ031B,{Are you/Is SP} covered by Medicare?,HIQ_D,Health Insurance,7,
HIQ031C,{Are you/Is SP} covered by Medi-Gap?,HIQ_D,Health Insurance,7,
HIQ031D,{Are you/Is SP} covered by Medicaid?,HIQ_D,Health Insurance,7,
HIQ031E,{Are you/Is SP} covered by SCHIP (State Children's Health Insurance Program,HIQ_D,Health Insurance,7,
HIQ031F,{Are you/Is SP} covered by military health plan (Tricare/VA/Champ-VA)?,HIQ_D,Health Insurance,7,
HIQ031H,{Are you/Is SP} covered by state-sponsored health plan?,HIQ_D,Health Insurance,7,
HIQ031I,{Are you/Is SP} covered by other government insurance?,HIQ_D,Health Insurance,7,
HIQ031J,{Are you/Is SP} covered by any single service plan?,HIQ_D,Health Insurance,7,
HIQ105,Insurance card available or not.,HIQ_D,Health Insurance,7,
HIQ260,{Do you/Does SP} have Medicare?,HIQ_D,Health Insurance,7,
HIQ270,{Does this plan/Do any of these plans} cover any part of the cost of prescr,HIQ_D,Health Insurance,7,
HIQ031G,{Are you/Is SP} covered by Indian Health Service?,HIQ_D,Health Insurance,5,
LBDHI,HIV antibody test result,HIV_D,"HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells",8,
LBXCD4,CD4 counts (cells/mm3),HIV_D,"HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells",4,1
LBXCD8,CD8 counts (cells/mm3),HIV_D,"HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells",4,1
LBXHIV1,HIV-1 antibody,HIV_I,HIV Antibody Test,2,1
LBXHIV2,HIV-2 antibody,HIV_I,HIV Antibody Test,2,1
LBXHIVC,"HIV-1, 2 Combo Test",HIV_I,HIV Antibody Test,2,1
LBXHNAT,HIV Confirmatory Test,HIV_I,HIV Antibody Test,2,1
HOD050,How many rooms are in this home?  Count the kitchen but not the bathroom.,HOQ,Housing Characteristics,10,
HOQ065,"Is this {mobile home/house/apartment} owned, being bought, rented, or occup",HOQ,Housing Characteristics,10,1
HOD060,How many years {have you/has your family} lived at this address?,HOQ,Housing Characteristics,6,
HOQ070,What is the source of tap water in this home?  Is it a private or public wa,HOQ,Housing Characteristics,6,
HOQ080,Are any of the water treatment devices listed on this card used in your hom,HOQ,Housing Characteristics,6,
HOD030,How many apartments are in this building?  Would you say . . .,HOQ,Housing Characteristics,4,
HOD040,When was this {mobile home/house/building} originally built?,HOQ,Housing Characteristics,3,
HOD140,"During the last 12 months, were any areas inside your home painted, such as",HOQ,Housing Characteristics,3,
HOD150,When this painting was done did someone sand or scrape off any of the old p,HOQ,Housing Characteristics,3,
HOD160,"Are there any rooms in your home where you can see paint that is peeling, f",HOQ,Housing Characteristics,3,
HOD170,"In any of these rooms, can you see at least one total area of peeling, flak",HOQ,Housing Characteristics,3,
HOD180,"How many rooms have this much peeling, flaking or chipping paint?  [Areas t",HOQ,Housing Characteristics,3,
HOD190,"Can you see paint that is peeling, flaking or chipping on any outside area ",HOQ,Housing Characteristics,3,
HOD210,"Can you see any total area of peeling, flaking or chipping paint on any out",HOQ,Housing Characteristics,3,
HOD220,The next questions are about work that has been done in your home in the pa,HOQ,Housing Characteristics,3,
HOD010,I'd like to ask you a few questions about your home.  Is your home . . .,HOQ,Housing Characteristics,2,
HOD011,I'd like to ask you a few questions about your home.  Is your home . . .,HOQ_C,Housing Characteristics,1,
HOQ040,When was this {mobile home/house/building} originally built?,HOQ_D,Housing Characteristics,3,
HOQ011,I'd like to ask you a few questions about your home.  Is your home . . .,HOQ_D,Housing Characteristics,1,
HOQ230,"In the past 12 months, has your home had a mildew odor or musty smell?",HOQ_D,Housing Characteristics,1,
HOQ240,"In the past 12 months, have you seen any cockroaches in your home?",HOQ_D,Housing Characteristics,1,
HOQ250,"Do any dogs, cats or other small furry animals, such as a rabbit, guinea pi",HOQ_D,Housing Characteristics,1,
HOQ260A,Which kind of pet is it?,HOQ_D,Housing Characteristics,1,
HOQ260B,Which kind of pet is it?,HOQ_D,Housing Characteristics,1,
HOQ260C,Which kind of pet is it?,HOQ_D,Housing Characteristics,1,
HOQ270,"In the last 12 months, did any dogs, cats or other small furry animals, suc",HOQ_D,Housing Characteristics,1,
HOQ280A,What kind of pet was it?,HOQ_D,Housing Characteristics,1,
HOQ280B,What kind of pet was it?,HOQ_D,Housing Characteristics,1,
HOQ280C,What kind of pet was it?,HOQ_D,Housing Characteristics,1,
LBDR06,HPV type 6,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR11,HPV type 11,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR16,HPV type 16,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR18,HPV type 18,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR26,HPV type 26,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR31,HPV type 31,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR33,HPV type 33,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR35,HPV type 35,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR39,HPV type 39,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR40,HPV type 40,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR42,HPV type 42,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR45,HPV type 45,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR51,HPV type 51,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR52,HPV type 51,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR53,HPV type 53,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR54,HPV type 54,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR55,HPV type 55,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR56,HPV type 56,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR58,HPV type 58,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR59,HPV type 59,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR61,HPV type 61,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR62,HPV type 62,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR64,HPV type 64,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR66,HPV type 66,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR67,HPV type 67,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR68,HPV type 68,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR69,HPV type 69,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR70,HPV type 70,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR71,HPV type 71,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR72,HPV type 72,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR73,HPV type 73,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR81,HPV type 81,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR82,HPV type 82,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR83,HPV type 83,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR84,HPV type 84,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDR89,HPV type 89,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDRHP,Roche LA high positive globin control,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDRLP,Roche LA low positive globin control,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDRPCR,Roche HPV linear array (LA) summary result,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,9,1
LBDRPI,HPV type IS39,HPVP_H,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,8,1
LBXS06MK,HPV 06 (Merck competitive Luminex assay),HPVSER_D,"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody – Serum: 4-plex CLIA",2,1
LBXS11MK,HPV 11(Merck competitive Luminex assay),HPVSER_D,"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody – Serum: 4-plex CLIA",2,1
LBXS16MK,HPV 16 (Merck competitive Luminex assay),HPVSER_D,"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody – Serum: 4-plex CLIA",2,1
LBXS18MK,HPV 18 (Merck competitive Luminex assay),HPVSER_D,"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody – Serum: 4-plex CLIA",2,1
LBX06,HPV 06 result,HPVSER_E,"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody – Serum: 4-plex CLIA",2,1
LBX11,HPV 11 result,HPVSER_E,"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody – Serum: 4-plex CLIA",2,1
LBX16,HPV 16 result,HPVSER_E,"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody – Serum: 4-plex CLIA",2,1
LBX18,HPV 18 result,HPVSER_E,"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody – Serum: 4-plex CLIA",2,1
LBXPV11,HPV11 9-plex coded result,HPVSRM_D,"Human Papillomavirus (HPV) - Multiplexed 6, 11, 16, 18, 31, 33, 45, 52 & 58 Antibody – Serum: 9-plex CLIA",1,1
LBXPV16,HPV16 9-plex coded result,HPVSRM_D,"Human Papillomavirus (HPV) - Multiplexed 6, 11, 16, 18, 31, 33, 45, 52 & 58 Antibody – Serum: 9-plex CLIA",1,1
LBXPV18,HPV18 9-plex coded result,HPVSRM_D,"Human Papillomavirus (HPV) - Multiplexed 6, 11, 16, 18, 31, 33, 45, 52 & 58 Antibody – Serum: 9-plex CLIA",1,1
LBXPV31,HPV31 9-plex coded result,HPVSRM_D,"Human Papillomavirus (HPV) - Multiplexed 6, 11, 16, 18, 31, 33, 45, 52 & 58 Antibody – Serum: 9-plex CLIA",1,1
LBXPV33,HPV33 9-plex coded result,HPVSRM_D,"Human Papillomavirus (HPV) - Multiplexed 6, 11, 16, 18, 31, 33, 45, 52 & 58 Antibody – Serum: 9-plex CLIA",1,1
LBXPV45,HPV45 9-plex coded result,HPVSRM_D,"Human Papillomavirus (HPV) - Multiplexed 6, 11, 16, 18, 31, 33, 45, 52 & 58 Antibody – Serum: 9-plex CLIA",1,1
LBXPV52,HPV52 9-plex coded result,HPVSRM_D,"Human Papillomavirus (HPV) - Multiplexed 6, 11, 16, 18, 31, 33, 45, 52 & 58 Antibody – Serum: 9-plex CLIA",1,1
LBXPV58,HPV58 9-plex coded result,HPVSRM_D,"Human Papillomavirus (HPV) - Multiplexed 6, 11, 16, 18, 31, 33, 45, 52 & 58 Antibody – Serum: 9-plex CLIA",1,1
LBXPV6,,HPVSRM_D,"Human Papillomavirus (HPV) - Multiplexed 6, 11, 16, 18, 31, 33, 45, 52 & 58 Antibody – Serum: 9-plex CLIA",1,1
LBXHP2C,Cobas HPV Swab High Risk,HPVSWC_I,Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Cobas High-Risk,2,1
LBXH2RL,Hybrid Capture high risk (RLU) result,HPVSWR_D,Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array,5,1
LBXH3RL,Hybrid Capture low risk (RLU) result,HPVSWR_D,Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array,3,
LBDHRPLC,High-Sensitivity C-Reactive Protein (hs-CRP) Comment Code,HSCRP_I,High-Sensitivity C-Reactive Protein (hs-CRP),2,
LBXHSCRP,High-Sensitivity C-Reactive Protein (hs-CRP) (mg/L),HSCRP_I,High-Sensitivity C-Reactive Protein (hs-CRP),2,
HSAQUEX,Source of Health Status Data,HSQ,Current Health Status,10,
HSQ500,Did {you/SP} have a head cold or chest cold that started during those 30 da,HSQ,Current Health Status,10,
HSQ510,Did {you/SP} have a stomach or intestinal illness with vomiting or diarrhea,HSQ,Current Health Status,10,
HSQ520,"Did {you/SP} have flu, pneumonia, or ear infections that started during tho",HSQ,Current Health Status,10,
HSQ580,How long ago was {your/SP's} last blood donation?,HSQ,Current Health Status,10,
HSQ590,"Except for tests {you/SP} may have had as part of blood donations, {have yo",HSQ,Current Health Status,10,
HSQ570,"During the past 12 months, that is, since (DISPLAY CURRENT MONTH, DISPLAY L",HSQ,Current Health Status,1,
HSD010,{First/Next} I have some general questions about {your/SP's} health.  Would,HSQ_B,Current Health Status,9,
HSQ470,The next set of questions are about {your/SP's} recent health during the 30,HSQ_B,Current Health Status,6,
HSQ480,"Now thinking about {your/SP's} mental health, which includes stess, depress",HSQ_B,Current Health Status,6,
HSQ490,"During the past 30 days, for about how many days did poor physical or menta",HSQ_B,Current Health Status,6,
HSD570,"During the past 12 months, that is, since (DISPLAY CURRENT MONTH, DISPLAY L",HSQ_B,Current Health Status,1,
HSQ571,"During the past 12 months, that is, since (DISPLAY CURRENT MONTH, DISPLAY L",HSQ_C,Current Health Status,8,
HSQ493,"During the past 30 days, for about how many days did pain make it hard for ",HSQ_E,Current Health Status,3,
HSQ496,"During the past 30 days, for about how many days {have you/has SP} felt wor",HSQ_E,Current Health Status,3,
LBXHE1,Herpes Simplex Virus I,HSV_D,Herpes Simplex Virus Type-1 & Type-2,9,1
LBXHE2,Herpes Simplex Virus II,HSV_D,Herpes Simplex Virus Type-1 & Type-2,9,1
HUQ010,{First/Next} I have some general questions about {your/SP's} health.  Would,HUQ,Hospital Utilization & Access to Care,10,
HUQ020,"Compared with 12 months ago, would you say {your/SP's} health is now . . .",HUQ,Hospital Utilization & Access to Care,10,
HUQ030,Is there a place that {you/SP} usually {go/goes} when {you are/he/she is} s,HUQ,Hospital Utilization & Access to Care,10,
HUQ090,"During the past 12 months, that is since {DISPLAY CURRENT MONTH} of {DISPLA",HUQ,Hospital Utilization & Access to Care,10,
HUD080,How many different times did {you/SP} stay in any hospital overnight or lon,HUQ,Hospital Utilization & Access to Care,9,
HUQ040,"What kind of place {do you/does SP} go to most often:  is it a clinic, doct",HUQ,Hospital Utilization & Access to Care,7,1
HUQ050,"{During the past 12 months, how/How} many times {have you/has SP} seen a do",HUQ,Hospital Utilization & Access to Care,7,1
HUQ060,About how long has it been since {you/SP} last saw or talked to a doctor or,HUQ,Hospital Utilization & Access to Care,7,1
HUQ070,"{During the past 12 months, were you/{Was/was} SP} a patient in a hospital ",HUQ,Hospital Utilization & Access to Care,1,
HUQ082,"During the past 12 months, {were you/was SP} a patient at a long term care ",HUQ_B,Hospital Utilization & Access to Care,2,
HUQ084,How many total days did {you/SP}stay in a long term care or rehabilitation ,HUQ_B,Hospital Utilization & Access to Care,2,
HUQ086,"During the past 12 months, has anyone in your household (not including your",HUQ_B,Hospital Utilization & Access to Care,2,
HUQ088a,What was the type of facility?,HUQ_B,Hospital Utilization & Access to Care,2,
HUQ088b,What was the type of facility?,HUQ_B,Hospital Utilization & Access to Care,2,
HUQ088c,What was the type of facility?,HUQ_B,Hospital Utilization & Access to Care,2,
HUD070,"{During the past 12 months, were you/{Was/was} SP} a patient in a hospital ",HUQ_B,Hospital Utilization & Access to Care,1,
HUQ080,How many different times did {you/SP} stay in any hospital overnight or lon,HUQ_B,Hospital Utilization & Access to Care,1,
HUQ071,"{During the past 12 months, were you/{Was/was} SP} a patient in a hospital ",HUQ_C,Hospital Utilization & Access to Care,8,
HUQ041,"{What kind of place is it - a clinic, doctor's office, emergency room, or s",HUQ_H,Hospital Utilization & Access to Care,3,
HUQ051,"{During the past 12 months, how/How} many times {have you/has SP} seen a do",HUQ_H,Hospital Utilization & Access to Care,3,
HUQ061,About how long has it been since {you/SP} last saw or talked to a doctor or,HUQ_H,Hospital Utilization & Access to Care,3,
LBDIHGSI,"Mercury, inorganic (umol/L )",IHg_D,Mercury: Inorganic - Blood,10,
LBXIHG,"Mercury, inorganic (ug/L)",IHg_D,Mercury: Inorganic - Blood,10,1
LBDIHGLC,"Mercury, inorganic comment code",IHg_D,Mercury: Inorganic - Blood,7,
LBDBGELC,"Mercury, ethyl comment code",IHgEM_G,"Mercury: Inorganic, Ethyl and Methyl - Blood",4,
LBDBGMLC,"Mercury, methyl comment code",IHgEM_G,"Mercury: Inorganic, Ethyl and Methyl - Blood",4,
LBXBGE,"Mercury, ethyl (ug/L)",IHgEM_G,"Mercury: Inorganic, Ethyl and Methyl - Blood",4,1
LBXBGM,"Mercury, methyl (ug/L)",IHgEM_G,"Mercury: Inorganic, Ethyl and Methyl - Blood",4,1
WTSH2YR,Blood metal weights,IHGEM_H,"Mercury: Inorganic, Ethyl and Methyl - Blood",4,
LBDBGESI,"Mercury, ethyl (nmol/L)",IHGEM_J,"Mercury: Inorganic, Ethyl and Methyl - Blood",1,1
LBDBGMSI,"Mercury, methyl (nmol/L)",IHGEM_J,"Mercury: Inorganic, Ethyl and Methyl - Blood",1,1
IND235,Monthly family income (reported as a range value in dollars).,INQ_E,Income,6,
INDFMMPC,Family monthly poverty level index categories.,INQ_E,Income,6,
INDFMMPI,"Family monthly poverty level index, a ratio of monthly family income to the",INQ_E,Income,6,
INQ012,Did {you/you or any family members 16 and older} receive income in {LAST CA,INQ_E,Income,6,
INQ020,The next questions are about {your/your combined family} income.  When answ,INQ_E,Income,6,
INQ030,When answering the next questions about different kinds of income members o,INQ_E,Income,6,
INQ060,Did {you/you or any family members living here} receive any disability pens,INQ_E,Income,6,
INQ080,Did {you/you or any family members living here} receive retirement or survi,INQ_E,Income,6,
INQ090,Did {you/you or any family members living here} receive Supplemental Securi,INQ_E,Income,6,
INQ132,Did {you/you or any family members living here} receive any cash assistance,INQ_E,Income,6,
INQ140,Did {you/you or any family members living here} receive interest from savin,INQ_E,Income,6,
INQ150,Did {you/you or any family members living here} receive income in {LAST CAL,INQ_E,Income,6,
IND247,Total savings or cash assets at this time for {you/NAMES OF OTHER FAMILY/yo,INQ_E,Income,4,
INQ244,Do {you/NAMES OF OTHER FAMILY/you and NAMES OF FAMILY MEMBERS} have more th,INQ_E,Income,4,
IND310,Total savings or cash assets at this time for {you/NAMES OF OTHER FAMILY/yo,INQ_I,Income,2,1
INQ300,Do {you/NAMES OF OTHER FAMILY/you and NAMES OF FAMILY MEMBERS} have more th,INQ_I,Income,2,1
INQ320,Please look at this card. How do {you/you or anyone who lives in the househ,INQ_I,Income,2,
