sig_levels,estimate,evarname,pvarname,evardesc,pvardesc
> BY & Bonf.,0.0025537195188975693,DR1TPFAT,DXDTOBMD,Total polyunsaturated fatty acids (gm),Total Bone Mineral Density (g/cm^2)
> BY & Bonf.,-0.0036342812455096123,DR2TFA,LBXATG,Folic acid (mcg),Thyroglobulin antibodies (IU/mL)
> BY & Bonf.,-0.049585179430640454,DR1TTFAT,DXXL3TBS,Total fat (gm),L3 TBS
> BY & Bonf.,0.016371016590498444,DR2TSFAT,LBXTGN,Total saturated fatty acids (gm),Thyroglobulin (ng/mL)
> BY & Bonf.,-0.009489038835644892,DR1TRET,DXDTRPF,Retinol (mcg),Trunk Percent Fat
> BY & Bonf.,0.04332239669475657,URXMU1,LBDNENO,1-methyluric acid (umol/L),Segmented neutrophils num (1000 cell/uL)
> BY & Bonf.,0.04764168377450122,DSQTZINC,DXXLRA,Zinc (mg),Left Ribs Area(cm^2)
> BY & Bonf.,0.05087471817499971,DR1TATOC,DXXHEA,Vitamin E as alpha-tocopherol (mg),Head Area (cm^2)
> BY & Bonf.,0.05139676637263654,DS2DS,DXXWDBMC,Any Dietary Supplements taken in the past 24 hour?,Ward's triangle bone mineral content (gm)
> BY & Bonf.,0.008988664410037171,DR1TM161,DXXINA,MFA 16:1 (Hexadecenoic) (gm),Intertrochanter area (cm^2)
> BY & Bonf.,-0.0626979949476747,URXPHG,DXXTATV,Phenylglyoxylic acid(ng/mL),Total abdominal fat volume
> BY & Bonf.,0.023059691420249204,DR1TS120,LBXATG,SFA 12:0 (Dodecanoic) (gm),Thyroglobulin antibodies (IU/mL)
> BY & Bonf.,-0.0037931553071945704,DR1TP183,LBXSF6SI,PFA 18:3 (Octadecatrienoic) (gm),Mefox oxidation product (nmol/L)
> BY & Bonf.,0.05616881733747401,DR1TFF,LBXIRN,Food folate (mcg),"Iron, Frozen Serum (ug/dL)"
> BY & Bonf.,-0.04621533716728589,URXEQU,DXASPNK,Equol (ng/mL),Calculated K for spine
> BY & Bonf.,-0.003907265143098582,DR1TVB12,LBXRDW,Vitamin B12 (mcg),Red cell distribution width (%)
> BY & Bonf.,-0.01673002848338477,DR2TCHL,DXASPNK,Total choline (mg),Calculated K for spine
> BY & Bonf.,0.01675642900616086,DR1TS060,DXXHEBMD,SFA 6:0 (Hexanoic) (gm),Head Bone Mineral Density (grams/cm^2)
> BY & Bonf.,-0.041081133225774454,DR2TPHOS,DXDHEPF,Phosphorus (mg),Head Percent Fat
> BY & Bonf.,-0.006130578669288312,DR2TMFAT,DXXWDBMC,Total monounsaturated fatty acids (gm),Ward's triangle bone mineral content (gm)
> BY & Bonf.,0.013912492365827301,URXMMI,LBXHGB,Methamidaphos (ug/L),Hemoglobin (g/dL)
> BY & Bonf.,0.002664352853127836,URXMOP,DXXL1BMC,Mono-n-octyl phthalate (ng/mL),L1 Bone Mineral Composition
> BY & Bonf.,-0.022410730366868383,URXUSB,LBXBAPCT,"Antimony, urine (ng/mL)",Basophils percent (%)
> BY & Bonf.,0.008541624152210181,URXUAB,LBXSF2SI,Urinary Arsenobetaine (ug/L),Folic acid (nmol/L)
> BY & Bonf.,-0.02410385444245071,DR1TVARA,RB_ShanWienDivSD,Vitamin A as retinol activity equivalents (mcg),RB_ShanWienDivSD
> BY & Bonf.,0.01899577194806398,URXP06,LBXCRP,1-phenanthrene (ng/L),C-reactive protein (mg/dL)
> BY & Bonf.,0.057628649228749496,SMQ725,RSV_ShanWienDivSD,When did {you/he/she} smoke {your/his/her} last cigarette? Was it...,RSV_ShanWienDivSD
> BY & Bonf.,-0.039795945606997174,DR2TS160,LBXSC3SI,SFA 16:0 (Hexadecanoic) (gm),Bicarbonate (mmol/L)
> BY & Bonf.,-0.031485835540964006,URXP04,DXXLABMC,2-fluorene (ng/L),Left Arm Body Mineral Content (grams)
> BY & Bonf.,0.0010840249991689466,DS2TZINC,DXXL1BMD,Zinc (mg),L1 Bone Mineral Density
> BY & Bonf.,0.053129385546499534,LBXHA,DXXLLA,Hepatitis A Antibody (Anti-HAV),Left Leg Area(cm^2)
> BY & Bonf.,-0.010632199454513613,LBXIHG,DXDLLLE,"Mercury, inorganic (ug/L)",Left Leg Lean excl Bone Mineral Content (grams)
> BY & Bonf.,0.02422255111419047,URXCPM,TeloStd,"3,5,6-trichloropyridinol (ug/L) result",Asso. Std. Dev. of Mean T/S ratio
> BY & Bonf.,-0.03272934479551515,SMQ725,DXXGYTOM,When did {you/he/she} smoke {your/his/her} last cigarette? Was it...,Gynoid total mass
> BY & Bonf.,-0.003702629764141754,DS1DSCNT,DXDSTBMC,Number of dietary supplements reported,Subtotal Bone Mineral Content (grams)
> BY & Bonf.,0.02352428140772703,DR2TS160,LBDLDL,SFA 16:0 (Hexadecanoic) (gm),LDL-cholesterol (mg/dL)
> BY & Bonf.,0.015427632559822832,DR1TNIAC,LBXTIB,Niacin (mg),"TIBC, Frozen Serum (ug/dL)"
> BY & Bonf.,-0.008698802464718217,DS2TVB12,LBXTR,Vitamin B12 (mcg),Triglyceride (mg/dL)
> BY & Bonf.,0.016597565074891223,DSQTVB1,LBXSKSI,Thiamin (Vitamin B1) (mg),Potassium (mmol/L)
> BY & Bonf.,-0.012917978450406561,URXMU7,BMXHT,"1,3,7-trimethyluric acid (umol/L)",Standing Height (cm)
> BY & Bonf.,-0.0813271632650788,SMD415,DXXNKBMC,Total number of smokers in home,Femoral neck bone mineral content (gm)
> BY & Bonf.,0.010438630975464372,DR1TS160,DXXRLBMD,SFA 16:0 (Hexadecanoic) (gm),Right Leg Bone Mineral Density (grams/cm^2)
> BY & Bonf.,0.017171701167403228,DR1TS100,DXXRLBMD,SFA 10:0 (Decanoic) (gm),Right Leg Bone Mineral Density (grams/cm^2)
> BY & Bonf.,-0.0031436081738327767,URX24D,DXXRABMC,"2,4-D (ug/L) result",Right Arm Bone Mineral Content (grams)
> BY & Bonf.,0.02552021666251764,DR1TS160,DXDTOLE,SFA 16:0 (Hexadecanoic) (gm),Total Lean excl BMC (g)
> BY & Bonf.,0.007763001107803357,DR2TM221,BMXARML,MFA 22:1 (Docosenoic) (gm),Upper Arm Length (cm)
> BY & Bonf.,-0.002676797794722134,URX4FP,BMXWAIST,4-fluoro-3-phenoxybenzoic (ug/L) acid,Waist Circumference (cm)
> BY & Bonf.,0.003747249087900655,URX3TB,LBDMONO,"2,4,6-trichlorophenol (ug/L) result",Monocyte number (1000 cells/uL)
> BY & Bonf.,0.027511657379880834,DR2TMFAT,DXXTATA,Total monounsaturated fatty acids (gm),Total abdominal fat area
> BY & Bonf.,0.0029599950458182567,DRXTPROT,LBXLYPCT,Protein (gm),Lymphocyte percent (%)
> BY & Bonf.,0.002706320205163767,DR2TIRON,DXXL4A,Iron (mg),L4 area
> BY & Bonf.,-0.0159593610071195,DR2TCOPP,DXXRAA,Copper (mg),Right Arm Area (cm^2)
> BY & Bonf.,0.004460751504153101,DR2TM221,DXXAGRAT,MFA 22:1 (Docosenoic) (gm),Android to gynoid ratio
> BY & Bonf.,-0.017606098111616574,DR1TFF,LBXP1,Food folate (mcg),"Prostate specific antigen, total (ng/mL)"
> BY & Bonf.,-0.003920640873143535,LBXVBF,LBXEST,Blood Bromoform Result (pg/mL),Estradiol (pg/mL)
> BY & Bonf.,0.022508219690918513,ORXHPV,LBXSCR,Oral HPV Result,Creatinine (mg/dL)
> BY & Bonf.,-0.0050942468427677065,URX4FP,DXXOSBMC,4-fluoro-3-phenoxybenzoic (ug/L) acid,Total spine BMC
> BY & Bonf.,-0.005508229882383572,DSQTSODI,LBXSCR,Sodium (mg),Creatinine (mg/dL)
> BY & Bonf.,0.01947390286691102,URXECP,RB_ObservedOTUsMean,mono-2-ethyl-5-carboxypentyl phthalate (ng/mL),RB_ObservedOTUsMean
> BY & Bonf.,-0.013741299486984406,DR2TFIBE,BMXLEG,Dietary fiber (gm),Upper Leg Length (cm)
> BY & Bonf.,-0.043576112254272915,DRXTMAGN,LBDMONO,Magnesium (mg),Monocyte number (1000 cells/uL)
> BY & Bonf.,0.05219979611267751,URXP01,LBXSHBG,1-napthol (ng/L),"Sex Hormone Binding Globulin (SHBG, nmol/L)"
> BY & Bonf.,0.039004642585909785,SMD630,URXUMA,How old were you when you smoked a whole cigarette for the first time?,"Albumin, urine (ug/mL)"
> BY & Bonf.,0.011293963075075375,DR2TS060,DXDTOLI,SFA 6:0 (Hexanoic) (gm),Total Lean incl BMC (g)
> BY & Bonf.,0.051537934283733246,LBXHDT,LBXSGB,Trans 9-Hexadecenoic acid concentrt (umol/L),Globulin (g/dL)
> BY & Bonf.,0.004091475203589966,LBXVIPB,DXXRALI,Blood Isopropylbenzene (ng/mL),Right Arm Lean incl Bone Mineral Content (grams)
> BY & Bonf.,-0.01066353108377146,URXBUP,LBXSGTSI,Butyl paraben (ng/ml),Gamma glutamyl transferase (U/L)
> BY & Bonf.,-0.008675041898147488,DR2TCALC,DXDLAPF,Calcium (mg),Left Arm Percent Fat
> BY & Bonf.,0.0067534287593159015,LBXIHG,LBXATG,"Mercury, inorganic (ug/L)",Thyroglobulin antibodies (IU/mL)
> BY & Bonf.,-0.033411237077619386,LBXMPAH,DXDTRPF,2-(N-Methyl-perfluorooctane sulfonamido) acetic acid,Trunk Percent Fat
> BY & Bonf.,-0.0013613290350798929,DSQTZINC,LBXSGB,Zinc (mg),Globulin (g/dL)
> BY & Bonf.,-0.002666500312130364,DR1TRET,LBXSAL,Retinol (mcg),Albumin (g/dL)
> BY & Bonf.,0.004875447896888789,DR2TTFAT,LBXLYPCT,Total fat (gm),Lymphocyte percent (%)
> BY & Bonf.,-0.009787791542181196,LBXV07N,DXXRAA,Blood Heptane (ng/mL),Right Arm Area (cm^2)
> BY & Bonf.,-0.0018296357265969994,URXAAM,DXXAGST,N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL),Android/gynoid region status
> BY & Bonf.,0.05401074987488207,LBXHE1,DXXL4TBS,Herpes Simplex Virus I,L4 TBS
> BY & Bonf.,0.015290881159098354,DR1TM201,DXXLALI,MFA 20:1 (Eicosenoic) (gm),Left Arm Lean incl BMC (grams)
> BY & Bonf.,0.12198643155694118,LBXHP2C,DXXSATA,Cobas HPV Swab High Risk,Subcutaneous fat area
> BY & Bonf.,0.006359107281114384,DSQTNIAC,LBXPS4,Niacin (mg),Complexed prostate specific antigen (ng/mL)
> BY & Bonf.,-0.031456015014871545,URXUAC,DXDLAPF,Urinary Arsenocholine (ug/L),Left Arm Percent Fat
> BY & Bonf.,-0.03954739315706329,URXUBA,SPXNFEV1,"Barium, urine (ng/mL)","Baseline 1st Test Spirometry, Forced Expiratory Volume in the first 1.0 sec"
> BY & Bonf.,0.03478011134746474,DR2TP226,RSV_FaPhyloDivMean,PFA 22:6 (Docosahexaenoic) (gm),RSV_FaPhyloDivMean
> BY & Bonf.,-0.029544996476087316,URXTTC,DXASPND0,2-thioxothiazolidine-4-carboxylic acid(ng/mL),Calculated D0 for spine
> BY & Bonf.,-0.011132369226101405,DR1TFA,DXXRLLI,Folic acid (mcg),Right Leg Lean incl Bone Mineral Content (grams)
> BY & Bonf.,-0.0010342233977784266,DR1TS140,LBXSF5SI,SFA 14:0 (Tetradecanoic) (gm),"5,10-Methenyl-tetrahydrofolate (nmol/L)"
> BY & Bonf.,-0.008122323367404273,DR2TATOA,DXDTOLE,Added alpha-tocopherol (Vitamin E) (mg),Total Lean excl BMC (g)
> BY & Bonf.,-0.07131141511617856,LBXHE2,DXXOFBMC,Herpes Simplex Virus II,Total femur bone mineral content (gm)
> BY & Bonf.,-0.009299605790598723,DS2TFDFE,LBXGH,"Folate, DFE (mcg)",Glycohemoglobin (%)
> BY & Bonf.,-0.03043900944057549,DRXTCALC,MDIASTOLIC,Calcium (mg),Diastolic Mean
> BY & Bonf.,0.010242029194147406,DRXTALCO,LBXSC3SI,Alcohol (gm),Bicarbonate (mmol/L)
> BY & Bonf.,-0.011411893862098309,DR1TFA,BMXTHICR,Folic acid (mcg),Thigh Circumference (cm)
BY<0.05,-0.07508541769286257,URXECP,DXDTRBMC,mono-2-ethyl-5-carboxypentyl phthalate (ng/mL),Trunk Bone Mineral Content (grams)
BY<0.05,0.024616615759620798,URXECP,LBDLYMNO,mono-2-ethyl-5-carboxypentyl phthalate (ng/mL),Lymphocyte number (1000 cells/uL)
BY<0.05,0.008422057937429242,URX1DC,DXXRLA,"N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine (ng/mL)",Right Leg Area (cm^2)
BY<0.05,-0.049941274884015736,URXOP1,LBXSUA,Dimethylphosphate (ug/L),Uric acid (mg/dL)
BY<0.05,-0.0706418680223175,URXP04,DXXPEBMC,2-fluorene (ng/L),Pelvis Bone Mineral Content (grams)
BY<0.05,0.06856861654751487,URXNAL,RB_ObservedOTUsMean,"NNAL , urine (ng/mL)",RB_ObservedOTUsMean
BY<0.05,-0.09797473647905952,LBXBEC,LEXBRPM,trans-b-carotene(ug/dL),Mean brachial systolic blood pressure (in millimeters of mercury)
BY<0.05,0.12233529921053166,LBXCRY,DXAFMRD0,b-cryptoxanthin(ug/dL),Calculated DO for femur
BY<0.05,-0.07527168138578325,URXMB2,DXXRLLI,N-acetyl-s-(2-hydroxy-3-butenyl)-L-cysteine (ng/mL),Right Leg Lean incl Bone Mineral Content (grams)
BY<0.05,-0.06488792637885571,URX34M,DXXHEFAT,3-methylhippuric acid & 4-methylhippuric acid(ng/mL),Head Fat (grams)
BY<0.05,-0.04794535834406981,URXMZP,DXXOFA,Mono-benzyl phthalate (ng/mL),Total femur area (cm^2)
BY<0.05,0.053009526361327795,URXCEM,BMXWAIST,N-acetyl-S- (2-Carboxyethyl)-L-cysteine(ng/mL),Waist Circumference (cm)
BY<0.05,-0.07378903980627907,DR2TMAGN,LBXT3F,Magnesium (mg),"Triiodothyronine (T3), free (pg/mL)"
BY<0.05,0.3627153316098625,LBDHBG,DXXTRLI,Hepatitis B surface antigen,Trunk Lean incl Bone Mineral Content (grams)
BY<0.05,-0.07024570011282626,URXUDMA,DXXL1BMC,Urinary Dimethylarsinic acid (ug/L),L1 Bone Mineral Composition
BY<0.05,-0.08758979839833843,LBXACR,DXDTOLI,Acrylamide (pmol/g Hb),Total Lean incl BMC (g)
BY<0.05,-0.027240426850380355,DR1TCARB,BMXHT,Carbohydrate (gm),Standing Height (cm)
BY<0.05,-0.07750647625444243,URXOP4,DXDTOTOT,Diethylthiophosphate (ug/L),Total Lean+Fat (g)
BY<0.05,0.07189499532161185,LBXALC,DXASPNK,a-carotene(ug/dL),Calculated K for spine
BY<0.05,-0.09178165762853996,DR1TMAGN,DXXRLFAT,Magnesium (mg),Right Leg Fat (grams)
BY<0.05,-0.08854324204140865,LBXCRY,DXXL2BMD,b-cryptoxanthin(ug/dL),L2 Bone Mineral Density
BY<0.05,-0.07140516490800733,DR2TNUMF,DXDTOFAT,Total number of foods reported in the individual foods file,Total Fat (g)
BY<0.05,0.330473984665265,LBX187,LBXSTR,PCB187 (ng/g),Triglycerides (mg/dL)
BY<0.05,-0.04484576125012615,DR1TVARA,DXXSATA,Vitamin A as retinol activity equivalents (mcg),Subcutaneous fat area
BY<0.05,0.09431320643407902,URXMZP,DXXSATA,Mono-benzyl phthalate (ng/mL),Subcutaneous fat area
BY<0.05,0.026268451626256246,DR1TS060,LBXSCA,SFA 6:0 (Hexanoic) (gm),Total calcium (mg/dL)
BY<0.05,-0.06894686180525313,DR2TVB2,DXDTRPF,Riboflavin (Vitamin B2) (mg),Trunk Percent Fat
BY<0.05,-0.03188564023941179,DR1TATOC,BMXWT,Vitamin E as alpha-tocopherol (mg),Weight (kg)
BY<0.05,0.1748259488441626,LBXNFOS,LBXMC,n-perfluorooctane sulfonic acid (n-PFOS) (ng/mL),Mean cell hemoglobin concentration (g/dL)
BY<0.05,0.049837150889499054,DR2TS160,DXXANFM,SFA 16:0 (Hexadecanoic) (gm),Android fat mass
BY<0.05,-0.04909862387556268,LBXBEC,LBXSAPSI,trans-b-carotene(ug/dL),Alkaline phosphotase (U/L)
BY<0.05,-0.08709962305004247,LBXBGM,DXDTRTOT,"Mercury, methyl (ug/L)",Trunk Total (grams)
BY<0.05,0.08374624233519751,DR1TM161,BMXTHICR,MFA 16:1 (Hexadecenoic) (gm),Thigh Circumference (cm)
BY<0.05,-0.06322661947105378,URXUAS,DXXAPFAT,Urinary total Arsenic (ug/L),Android percent fat
BY<0.05,-0.05124287464524975,URXNO3,DXXL3BMC,Urinary nitrate (ng/mL),L3 Bone Mineral Composition
BY<0.05,0.04472571080996362,DR1TFF,DXXPEA,Food folate (mcg),Pelvis Area (cm^2)
BY<0.05,-0.008292064653136595,LBXVCB,LBXSCK,Blood Chlorobenzene Result,Creatine Phosphokinase(CPK) (IU/L)
BY<0.05,-0.09017895929049577,URXHCTT,DXXRLFAT,"Total Hydroxycotinine, urine (ng/mL)",Right Leg Fat (grams)
BY<0.05,0.04061467645845519,LBXBSE,DXXTRLI,Blood selenium(ug/L),Trunk Lean incl Bone Mineral Content (grams)
BY<0.05,0.04446179952544673,DR1TM181,BMXBMI,MFA 18:1 (Octadecenoic) (gm),Body Mass Index (kg/m**2)
BY<0.05,0.053535402272723236,URXMZP,LBXPLTSI,Mono-benzyl phthalate (ng/mL),Platelet count SI (1000 cells/uL)
BY<0.05,-0.05760340749285194,LBXVFN,DXDRAPF,Blood Furan (ng/mL),Right Arm Percent Fat
BY<0.05,-0.050385120954199114,DR1TNUMF,DXDTRBMD,Total number of foods reported in the individual foods file,Trunk Bone BMD (g/cm^2)
BY<0.05,-0.08139645825788552,URXUDMA,DXDTRA,Urinary Dimethylarsinic acid (ug/L),Trunk Bone area (cm^2)
BY<0.05,0.15087636247964983,URXMHH,LBXCPSI,Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL),C-peptide (nmol/L) in SI units
BY<0.05,-0.06062268481857177,LBXRST,DXXGYFM,Retinyl stearate(ug/dL),Gynoid fat mass
BY<0.05,0.050799080245566605,URXAAM,URXUIO,N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL),"Iodine, urine (ng/mL)"
BY<0.05,0.0472174030059733,DR2TS180,DXXAPFAT,SFA 18:0 (Octadecanoic) (gm),Android percent fat
BY<0.05,-0.08597230557411926,URX2MH,DXXSATM,2-methylhippuric acid (ng/mL),Subcutaneous fat mass
BY<0.05,-0.024195422541037504,DR2TVARA,BMXARML,Vitamin A as retinol activity equivalents (mcg),Upper Arm Length (cm)
BY<0.05,-0.03214267088415003,DR1TM201,LBXSASSI,MFA 20:1 (Eicosenoic) (gm),Aspartate aminotransferase AST (U/L)
BY<0.05,0.056526824643795645,URXHEM,LBXRDW,N-acetyl-S- (2-Hydroxyethyl)-L-cysteine(ng/mL),Red cell distribution width (%)
BY<0.05,-0.035108046145158146,DR1TCOPP,MDIASTOLIC,Copper (mg),Diastolic Mean
BY<0.05,0.039238081943456196,DR1TP225,DXDTRBMC,PFA 22:5 (Docosapentaenoic) (gm),Trunk Bone Mineral Content (grams)
BY<0.05,-0.14096660617430148,LBXACR,DXDLLTOT,Acrylamide (pmol/g Hb),Left Leg Total (grams)
BY<0.05,-0.03941711949761945,URXUAS5,DXXVFATA,Urinary Arsenic acid (ug/L),Visceral adipose tissue area
BY<0.05,0.0316273845325297,DR2TVB6,LBDHDD,Vitamin B6 (mg),Direct HDL-Cholesterol (mg/dL)
BY<0.05,0.06778309587946411,URXCNP,LBXSOSSI,Mono(carboxynonyl) phthalate (ng/mL),Osmolality (mmol/Kg)
BY<0.05,0.14587505286756952,LBD199,LBXSCA,PCB199 (ng/g),Total calcium (mg/dL)
BY<0.05,0.03978434281499857,URXMIB,LBXSAPSI,Mono-isobutyl phthalate (ng/mL),Alkaline phosphotase (U/L)
BY<0.05,-0.062142251590576125,LBXPFUA,DXDTRA,Perfluoroundecanoic acid,Trunk Bone area (cm^2)
BY<0.05,-0.07716900529802322,URXHPM,DXDTRBMD,N-acetyl-S-(3-Hydroxypropyl)-L-cysteine(ng/mL),Trunk Bone BMD (g/cm^2)
BY<0.05,0.028419738215849796,DR1TALCO,DXXL1BMC,Alcohol (gm),L1 Bone Mineral Composition
BY<0.05,0.06671696608574107,DR1TS180,DXXANTOM,SFA 18:0 (Octadecanoic) (gm),Android total mass
BY<0.05,-0.0392127197630232,URXUAB,BPXPLS,Urinary Arsenobetaine (ug/L),60 sec. pulse (30 sec. pulse * 2):
BY<0.05,-0.052876030410830326,DR1TCARB,DXXLALI,Carbohydrate (gm),Left Arm Lean incl BMC (grams)
BY<0.05,0.03644017537724832,DR2TVARA,LBDHDD,Vitamin A as retinol activity equivalents (mcg),Direct HDL-Cholesterol (mg/dL)
BY<0.05,-0.056064760476906714,URXP02,LBXLYPCT,2-napthol(ng/L),Lymphocyte percent (%)
BY<0.05,-0.02482427851873025,DR1TCHOL,LBXMCVSI,Cholesterol (mg),Mean cell volume (fL)
BY<0.05,-0.05899292064579377,LBXVXY,DXXAGRAT,Blood m-/p-Xylene Result (ng/mL),Android to gynoid ratio
BY<0.05,-0.06306962955096916,URXETD,BMXTHICR,Enterodiol (ng/mL),Thigh Circumference (cm)
BY<0.05,-0.027308966128965762,DR1TFOLA,LBXSCLSI,Total Folate (mcg),Chloride (mmol/L)
BY<0.05,0.05486700948072,URXMIB,LBXGH,Mono-isobutyl phthalate (ng/mL),Glycohemoglobin (%)
BY<0.05,0.14011833906241378,LBXPCB,BMXWT,"3,3',4,4',5-Pentachlorobiphenyl (pncb) (fg/g)",Weight (kg)
BY<0.05,-0.06085078419175257,LBXVBZN,DXXHELI,Blood Benzonitrile (ng/mL),Head Lean incl Bone Mineral Content (grams)
BY<0.05,0.11501096618713864,LBXHA,DXDTRPF,Hepatitis A Antibody (Anti-HAV),Trunk Percent Fat
BY<0.05,-0.06155566191569599,LBXVFN,DXXTSBMD,Blood Furan (ng/mL),Thoracic Spine Bone Mineral Density (grams/cm^2)
BY<0.05,0.08075190644793741,URXHCTT,LBXHGB,"Total Hydroxycotinine, urine (ng/mL)",Hemoglobin (g/dL)
BY<0.05,-0.05687176957226289,LBX2DF,DXDRAPF,"Blood 2,5 Dimethylfuran result",Right Arm Percent Fat
BY<0.05,-0.05414382695739295,LBXVEA,DXDTRTOT,Blood Ethyl Acetate (ng/mL),Trunk Total (grams)
BY<0.05,-0.05336943355630585,URXBPH,DXXINBMC,Urinary Bisphenol A,Intertrochanter bone mineral content (gm)
BY<0.05,-0.07479174717821073,URXUDMA,DXXLAFAT,Urinary Dimethylarsinic acid (ug/L),Left Arm Fat (grams)
BY<0.05,0.060054451156288664,DR2TFDFE,ENXMEAN,Folate as dietary folate equivalents (mcg),"Mean of two reproducible FENO measurements, in parts per billion"
BY<0.05,-0.05184249465085747,LBXBMN,LBXSAL,Blood manganese (ug/L),Albumin (g/dL)
BY<0.05,0.04918687796840243,DR1TSELE,DXXOFBMD,Selenium (mcg),Total femur bone mineral density (gm/cm^2)
BY<0.05,-0.07345171230481808,DR2TPOTA,DXXSATM,Potassium (mg),Subcutaneous fat mass
BY<0.05,0.10580236994013667,LBXHBS,LBXIN,Hepatitis B Surface Antibody (Anti-HBs),Insulin (uU/mL )
BY<0.05,-0.04817732742543031,URXUSN,DXDTOLI,"Tin, urine (ug/L)",Total Lean incl BMC (g)
BY<0.05,-0.145654508309552,DR1TFOLA,LBXHCY,Total Folate (mcg),Homocysteine (umol/L)
BY<0.05,-0.05945326689013594,DR2TSUGR,DXXL2BMD,Total sugars (gm),L2 Bone Mineral Density
BY<0.05,0.04576334545051167,DR2TNIAC,DXXRALI,Niacin (mg),Right Arm Lean incl Bone Mineral Content (grams)
BY<0.05,-0.05640911130673987,DR2TP204,LBDRFO,PFA 20:4 (Eicosatetraenoic) (gm),RBC folate (ng/mL)
BY<0.05,0.031013827652835647,DR1TCALC,DXXRALI,Calcium (mg),Right Arm Lean incl Bone Mineral Content (grams)
BY<0.05,-0.056016463577023036,DR1TFF,DXDTOTOT,Food folate (mcg),Total Lean+Fat (g)
BY<0.05,0.04799841454659634,DR2TPFAT,DXDSTPF,Total polyunsaturated fatty acids (gm),Subtotal Percent Fat
BY<0.05,0.022046626589307495,DR2TCRYP,LBXSBU,Beta-cryptoxanthin (mcg),Blood urea nitrogen (mg/dL)
BY<0.05,0.04362086996501712,LBXVXY,LBDBANO,Blood m-/p-Xylene Result (ng/mL),Basophils number (1000 cells/uL)
BY<0.05,-0.08769212174440433,LBXVBZ,DXXTRFAT,Blood Benzene Result (ng/mL),Trunk Fat (grams)
BY<0.05,0.2619117333480761,LBDHCV,DXXTRBMC,Hepatitis C antibody (confirmed),Trochanter bone mineral content (gm)
BY<0.05,0.004884989888330101,LBXVTHF,DXDSTBMC,Blood Tetrahydrofuran (ng/mL),Subtotal Bone Mineral Content (grams)
BY<0.05,-0.04441595800480166,DR2TVB2,DXDRAPF,Riboflavin (Vitamin B2) (mg),Right Arm Percent Fat
BY<0.05,-0.0433254935959773,URXUSB,BMXWT,"Antimony, urine (ng/mL)",Weight (kg)
BY<0.05,-0.09691446508829692,LBXVEB,DXDLLTOT,Blood Ethylbenzene Result (ng/mL),Left Leg Total (grams)
BY<0.05,-0.11490372676540613,URXEPB,DXXSATV,Ethyl paraben  (ng/ml),Subcutaneous fat volume
BY<0.05,-0.07940448453970636,URXHEM,DXDTRLE,N-acetyl-S- (2-Hydroxyethyl)-L-cysteine(ng/mL),Trunk Lean excl Bone Mineral Content (grams)
BY<0.05,-0.04969223186764548,URXP03,DXXGPFAT,3-fluorene (ng/L),Gynoid percent fat
BY<0.05,-0.04839240642653591,DR2TTHEO,DXXL1BMD,Theobromine (mg),L1 Bone Mineral Density
BY<0.05,0.13339972685726897,LBX170,CVDVOMAX,PCB170 (ng/g),Predicted maximal oxygen uptake (ml/kg/min)
BY<0.05,0.0533833417600942,URXGAM,LBXMCVSI,N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL),Mean cell volume (fL)
BY<0.05,-0.03962802170194027,LBXCOT,DXDLLPF,Cotinine (ng/mL),Left Leg Percent Fat
BY<0.05,0.07033915963170816,LBXBPB,LBXBAP,Lead (ug/dL),Bone alkaline phosphotase (ug/L)
BY<0.05,-0.13500530551612572,LBXVCF,LBXGH,Blood Chloroform Result (pg/mL),Glycohemoglobin (%)
BY<0.05,-0.043900678396763364,URXDCB,SPXNFEV1,"2,4-dichlorophenol (ug/L)","Baseline 1st Test Spirometry, Forced Expiratory Volume in the first 1.0 sec"
BY<0.05,0.05013258354377514,DR1TALCO,DXAFMRD0,Alcohol (gm),Calculated DO for femur
BY<0.05,0.06769180866798567,URXCPM,LBXSCLSI,"3,5,6-trichloropyridinol (ug/L) result",Chloride (mmol/L)
BY<0.05,-0.03193922906714383,DR1TTHEO,DXXTRA,Theobromine (mg),Trochanter area (cm^2)
BY<0.05,0.061851853961494854,LBXPFOA,LBXRBCSI,Perfluorooctanoic acid,Red blood cell count (million cells/uL)
BY<0.05,-0.02329386507263554,DR1TB12A,LBXSGB,Added vitamin B12 (mcg),Globulin (g/dL)
BY<0.05,0.06627722393743819,DSQTIODI,DXDRLLE,Iodine (mcg),Right Leg Lean excl Bone Mineral Content (grams)
BY<0.05,-0.07131642714425551,LBDVIDMS,URXUCR,Vitamin D (nmol/L),"Creatinine, urine (mg/dL)"
BY<0.05,0.06907524575909162,URXPHE,LBXSPH,N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL),Phosphorus (mg/dL)
BY<0.05,-0.0657725866661761,URXMNM,DXXGYTOM,Mono-n-methyl phthalate (ng/mL),Gynoid total mass
BY<0.05,0.020442389917443828,LBXV06,DXAFMRD0,Blood Hexane (ng/mL),Calculated DO for femur
